Un;Município;Tag Planta;Descrição Planta;Tag Comp;Descrição Comp;Atributo;Valor
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32452;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32452;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32452;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32452;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32452;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32452;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32452;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32462;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32462;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32462;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32462;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32462;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32462;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32462;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32462;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32465;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32465;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32465;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32465;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32465;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32465;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32465;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-32465;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33702;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33702;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33702;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33702;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33702;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33702;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33702;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33702;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33703;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33703;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33703;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33703;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33703;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33703;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33703;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33703;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33750;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33750;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33750;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33750;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33750;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33750;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33750;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33750;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33753;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33753;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33753;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33753;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33753;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33753;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33753;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33753;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33765;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33765;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33765;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33765;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33765;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33765;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33765;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33765;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33948;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33948;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33948;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33948;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33948;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33948;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33948;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33948;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33957;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33957;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33957;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33957;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33957;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33957;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33957;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33957;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33996;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33996;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33996;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33996;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33996;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33996;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33996;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;DUQUE DE CAXIAS;PL-RJB-ALM0001;ALMOXARIFADO 1 - CENTRO LOGÍSTICO;RJB-33996;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-19362;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-19362;Motor Elétrico;FABRICANTE;Eberle
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-19362;Motor Elétrico;GRAU_DE_PROTECAO;IPW55
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-19362;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-19362;Motor Elétrico;POTENCIA_NOMINAL;4.2kW
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-19362;Motor Elétrico;ROTACAO;3475rpm
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-19362;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-19362;Motor Elétrico;TIPO;Motor de indução
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-20142;Motor Elétrico;CORRENTE_NOMINAL;8.24/4.77/4.12
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-20142;Motor Elétrico;FABRICANTE;WEG
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-20142;Motor Elétrico;GRAU_DE_PROTECAO;IP 55
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-20142;Motor Elétrico;MODELO;W22 Premium
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-20142;Motor Elétrico;POTENCIA_NOMINAL;2.2kW
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-20142;Motor Elétrico;ROTACAO;3485rpm
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-20142;Motor Elétrico;TENSAO_NOMINAL;220/380/440V
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-20142;Motor Elétrico;TIPO;Motor de indução
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-22501;Motor Elétrico;CORRENTE_NOMINAL;11.4/6.60/5.70
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-22501;Motor Elétrico;FABRICANTE;WEG
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-22501;Motor Elétrico;GRAU_DE_PROTECAO;Ip55
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-22501;Motor Elétrico;MODELO;W22
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-22501;Motor Elétrico;POTENCIA_NOMINAL;3.0kw
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-22501;Motor Elétrico;ROTACAO;3450rpm
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-22501;Motor Elétrico;TENSAO_NOMINAL;220/380/440V
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-22501;Motor Elétrico;TIPO;Motor de indução
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23068;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23068;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23068;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23068;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23068;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23068;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23068;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23068;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23095;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23095;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23095;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23095;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23095;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23095;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23095;Motor Elétrico;TENSAO_NOMINAL;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23095;Motor Elétrico;TIPO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23098;Motor Elétrico;CORRENTE_NOMINAL;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23098;Motor Elétrico;FABRICANTE;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23098;Motor Elétrico;GRAU_DE_PROTECAO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23098;Motor Elétrico;MODELO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23098;Motor Elétrico;POTENCIA_NOMINAL;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23098;Motor Elétrico;ROTACAO;
Águas do Rio - Bloco B;NOVA IGUAÇU;PL-RJB-EAB0001;ESTAÇÃO ELEVATÓRIA DE ÁGUA BRUTA (EEAB) 1 - REDUC;RJB-23098;Motor Elétrico;TENSAO_NOMINAL;
